記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
850,豪1,1300/2800,0.2522,0.1539,0.31679999999999997,0.006,0.0944,0.5291,0.5217,0.1948,12.181,6030,6201,2.508,0.08349999999999999,0.5033,0.1315,0.1009,2821,7834,7112,0.7609999999999999,0.239,0.2234,9.469,0.11289999999999999,0.21359999999999998,0.0084,0.6431999999999999,0.4048,豪1,2513/2800,7,0.3222,0.098,10680,0.1664,0.5418,0.15990000000000001,0.2926,0.08789999999999999,1521,954,566,-14,8549,0.3887503568596352,0.605271292624901,0.006
321,豪1,1730/2800,0.21789999999999998,0.1104,0.3144,0.1219,0.1116,0.33509999999999995,0.287,0.162,11.880,6638,5714,2.324,0.0623,0.5829,0.12480000000000001,0.10800000000000001,3660,8178,7766,0.8361,0.16390000000000002,0.2086,8.963,0.0819,0.2268,0.005600000000000001,0.7787999999999999,0.5201,豪2,2401/3200,3,0.2907,0.1108,10114,0.18309999999999998,0.3333,0.1283,0.3375,0.0999,1446,631,815,125,3314,0.43336301055530063,0.4445273061037173,0.1219
449,豪1,1484/2800,0.19879999999999998,0.14300000000000002,0.3378,0.085,0.11410000000000001,0.3528,0.2845,0.17370000000000002,12.308,7119,5752,2.530,0.1002,0.5262,0.1293,0.1024,3343,8420,7191,0.8207,0.1793,0.1754,9.711,0.1204,0.1946,0.0077,0.8387,0.5211,豪1,1536/2800,5,0.3041,0.1065,10907,0.15710000000000002,0.3017,0.1517,0.3182,0.0946,1416,823,593,-90,4496,0.45976327967806857,0.4553717303822937,0.085
303,傑3,1203/2000,0.1935,0.1061,0.3159,0.08839999999999999,0.13390000000000002,0.3759,0.2853,0.1808,11.905,6216,5681,2.578,0.066,0.5306000000000001,0.1121,0.0823,2911,7335,7503,0.8599,0.1401,0.22769999999999999,9.326,0.1349,0.198,0.013999999999999999,0.7268000000000001,0.41509999999999997,傑3,1239/2000,4,0.3135,0.0827,10238,0.191,0.2925,0.10880000000000001,0.28190000000000004,0.1354,1203,603,600,-103,3158,0.4957750904392765,0.41563860465116287,0.08839999999999999
166,豪1,1386/2800,0.23550000000000001,0.1268,0.3151,0.1638,0.1157,0.47979999999999995,0.3396,0.1654,12.015,6597,5840,2.361,0.0843,0.4947,0.1449,0.1025,2718,8285,8502,0.7879999999999999,0.212,0.2297,10.033,0.12369999999999999,0.2357,0.0141,0.7951,0.4806,豪1,2746/2800,4,0.3357,0.0775,11040,0.1889,0.3226,0.12050000000000001,0.33909999999999996,0.1119,1554,741,813,203,1711,0.3474453503184713,0.48899515923566866,0.1638
366,傑3,1372/2000,0.2223,0.1509,0.32,0.0839,0.1133,0.4702,0.2493,0.2304,12.348,6931,6192,2.552,0.1011,0.527,0.1444,0.11380000000000001,3077,8077,7380,0.8134,0.1866,0.22649999999999998,9.349,0.1244,0.17149999999999999,0.004699999999999999,0.6548999999999999,0.3944,傑3,1971/2000,5,0.3207,0.0933,10215,0.22039999999999998,0.2993,0.18109999999999998,0.3297,0.0944,1541,934,606,-9,3698,0.5462024291497976,0.36974453441295546,0.0839
299,傑2,871/1400,0.20440000000000003,0.16,0.3504,0.1616,0.09880000000000001,0.4636,0.2555,0.18350000000000002,12.558,7064,5825,2.538,0.10369999999999999,0.5134000000000001,0.139,0.107,3090,8435,7465,0.8128,0.18719999999999998,0.2335,9.731,0.0873,0.2708,0.0070999999999999995,0.8253,0.5704,傑3,1280/2000,4,0.3194,0.0916,11032,0.1595,0.2822,0.17670000000000002,0.30219999999999997,0.0922,1444,932,512,-113,3057,0.46090459882583174,0.3777499999999999,0.1616
1240,傑3,1186/2000,0.2518,0.1607,0.3296,0.025099999999999997,0.0967,0.5640999999999999,0.499,0.1827,12.278,5943,5965,2.532,0.0919,0.5207999999999999,0.12689999999999999,0.0932,3005,7854,7336,0.7920999999999999,0.2079,0.2101,9.412,0.11599999999999999,0.20670000000000002,0.006999999999999999,0.695,0.4048,豪1,2021/2800,5,0.32020000000000004,0.1045,10418,0.14429999999999998,0.5169,0.16649999999999998,0.3013,0.0946,1497,959,538,-6,12504,0.3778799046862588,0.597095710881652,0.025099999999999997
654,豪1,1106/2800,0.2087,0.1466,0.34299999999999997,0.10220000000000001,0.10640000000000001,0.5036,0.2238,0.2225,12.510,7261,5806,2.477,0.1024,0.5218,0.1306,0.0966,3427,8521,6611,0.7864,0.21359999999999998,0.20879999999999999,9.997,0.10880000000000001,0.22030000000000002,0.0197,0.7387999999999999,0.4673,豪1,2027/2800,5,0.309,0.0956,11087,0.1981,0.2518,0.165,0.3185,0.10210000000000001,1515,851,664,3,6608,0.5563033061811212,0.3415443219932918,0.10220000000000001
1376,傑3,1302/2000,0.21289999999999998,0.1595,0.33549999999999996,0.1125,0.10039999999999999,0.6015999999999999,0.30269999999999997,0.2018,12.603,7123,5930,2.513,0.0981,0.509,0.1378,0.105,3112,8399,7251,0.7981999999999999,0.2018,0.2029,9.779,0.1101,0.2127,0.0079,0.7696,0.47340000000000004,豪1,1722/2800,5,0.3237,0.1041,10470,0.17420000000000002,0.31120000000000003,0.16399999999999998,0.2849,0.1134,1517,946,570,-45,13777,0.4824621888210428,0.4050691874119305,0.1125
212,豪2,2603/3200,0.2237,0.16140000000000002,0.3368,0.1464,0.1058,0.5044,0.2433,0.233,12.543,7554,6246,2.467,0.0943,0.5422,0.1406,0.10039999999999999,3100,8357,8881,0.7770999999999999,0.2229,0.239,9.869,0.0823,0.2259,0.006,0.745,0.48590000000000005,豪3,2479/3600,4,0.3444,0.0806,12143,0.2029,0.2261,0.15,0.26539999999999997,0.12119999999999999,1690,1008,681,53,2137,0.564741171211444,0.2886536432722396,0.14640000000000003
257,傑3,1656/2000,0.23370000000000002,0.1352,0.3436,0.0762,0.1167,0.4838,0.272,0.228,12.118,6156,5712,2.459,0.0623,0.5199,0.11460000000000001,0.098,2890,7401,6968,0.8355,0.16449999999999998,0.2591,9.365,0.1246,0.2141,0.0066,0.7126,0.4535,傑3,1707/2000,4,0.3099,0.1007,11184,0.19329999999999997,0.2913,0.1448,0.3579,0.12119999999999999,1439,772,666,36,2640,0.507219512195122,0.41655455712451855,0.0762
425,豪2,2241/3200,0.24719999999999998,0.1578,0.3187,0.0823,0.0868,0.6485,0.46619999999999995,0.1757,12.263,6162,5845,2.435,0.0776,0.5128,0.1292,0.0969,2946,7876,7076,0.8129000000000001,0.18710000000000002,0.2113,9.289,0.1023,0.21780000000000002,0.0054,0.7106,0.4213,豪2,3026/3200,4,0.2808,0.09609999999999999,10430,0.1439,0.49329999999999996,0.16690000000000002,0.2933,0.08929999999999999,1523,922,601,80,4228,0.36447799352750815,0.5531410194174757,0.0823
501,傑3,409/2000,0.19920000000000002,0.15539999999999998,0.3191,0.1412,0.10830000000000001,0.5119,0.3176,0.16649999999999998,12.543,6754,6107,2.587,0.0978,0.5184000000000001,0.1439,0.11410000000000001,3225,8540,7236,0.8073999999999999,0.19260000000000002,0.2045,9.684,0.10460000000000001,0.21789999999999998,0.0131,0.752,0.5157,傑3,1553/2000,5,0.3234,0.1002,10688,0.15410000000000001,0.358,0.1752,0.2668,0.1072,1345,949,396,-220,5050,0.43330120481927714,0.4253799196787148,0.1412
490,豪1,2114/2800,0.2322,0.1929,0.3477,0.038599999999999995,0.0911,0.6219,0.35409999999999997,0.2459,12.638,7396,6003,2.520,0.1265,0.5115999999999999,0.13849999999999998,0.092,3026,8029,6451,0.7395999999999999,0.26039999999999996,0.17079999999999998,10.037,0.10279999999999999,0.25120000000000003,0.0083,0.7811,0.44689999999999996,豪2,2125/3200,5,0.3063,0.10619999999999999,10749,0.1765,0.35409999999999997,0.1929,0.2752,0.1105,1718,1158,560,-9,4905,0.541784840654608,0.419674074074074,0.038599999999999995
213,傑3,1338/2000,0.2053,0.12029999999999999,0.3011,0.069,0.12179999999999999,0.40700000000000003,0.2803,0.2043,12.199,6871,5654,2.488,0.08449999999999999,0.5012,0.127,0.0947,2672,7584,7627,0.8037000000000001,0.1963,0.2102,9.727,0.1247,0.24420000000000003,0.0115,0.6697,0.3972,傑3,1343/2000,4,0.2857,0.0962,10506,0.2157,0.34509999999999996,0.1481,0.3165,0.1128,1410,680,730,55,2119,0.49875869459327804,0.43212347783731125,0.069
208,傑3,1008/2000,0.2611,0.16940000000000002,0.34009999999999996,0.0499,0.0965,0.66,0.4175,0.22390000000000002,12.012,6672,6121,2.466,0.0913,0.4978,0.1401,0.09910000000000001,3283,8859,7118,0.7629,0.2371,0.2349,9.964,0.1379,0.1948,0.0129,0.6638,0.3578,豪1,1400/2800,6,0.355,0.11960000000000001,10874,0.1852,0.4501,0.1827,0.3272,0.0867,1742,1037,705,155,2072,0.42687636920720035,0.5231941784756797,0.0499
203,傑3,1872/2000,0.2643,0.13470000000000001,0.35359999999999997,0.13119999999999998,0.10099999999999999,0.4826,0.3121,0.2101,11.952,6430,5884,2.310,0.064,0.5646,0.1005,0.0789,3998,8400,5886,0.7870999999999999,0.21289999999999998,0.2225,9.568,0.0981,0.1907,0.0024,0.6962999999999999,0.41009999999999996,豪1,1668/2800,4,0.30079999999999996,0.1439,10810,0.1567,0.3284,0.1417,0.35590000000000005,0.1047,1700,792,907,317,1990,0.4488174801362088,0.42026632614453274,0.13119999999999998
1219,豪1,80/2800,0.2121,0.134,0.32549999999999996,0.0654,0.11869999999999999,0.3831,0.292,0.2002,12.225,6519,5886,2.534,0.1157,0.5246,0.132,0.0984,2869,7652,7316,0.7803,0.21969999999999998,0.184,9.668,0.10369999999999999,0.2188,0.016399999999999998,0.6877,0.44670000000000004,豪1,2310/2800,4,0.33049999999999996,0.1096,10960,0.1972,0.2982,0.1369,0.319,0.1121,1382,789,594,-95,12185,0.4951669966996699,0.43917020273455915,0.0654
293,豪2,937/3200,0.2293,0.1597,0.32439999999999997,0.0643,0.098,0.5175,0.426,0.1833,12.374,6749,5827,2.464,0.0785,0.5626,0.11779999999999999,0.086,3709,8371,7076,0.8355,0.16449999999999998,0.24489999999999998,9.711,0.0916,0.1827,0.009300000000000001,0.8373999999999999,0.5196000000000001,豪2,1752/3200,4,0.2957,0.1258,9729,0.1352,0.4506,0.1689,0.2615,0.1158,1547,931,617,40,2918,0.4497365023986044,0.4858220671609245,0.0643
236,豪1,985/2800,0.2094,0.1323,0.28859999999999997,0.07719999999999999,0.11320000000000001,0.48869999999999997,0.326,0.20980000000000001,12.498,7395,5518,2.449,0.0805,0.5112,0.1359,0.10339999999999999,3325,8631,7000,0.8031999999999999,0.1968,0.17850000000000002,9.746,0.12369999999999999,0.2619,0.0060999999999999995,0.7606,0.43810000000000004,豪1,1461/2800,4,0.2937,0.09539999999999998,11096,0.21539999999999998,0.3248,0.1319,0.2637,0.1175,1548,730,818,161,2350,0.5121765042979942,0.41053581661891114,0.07719999999999999
347,傑3,1717/2000,0.18760000000000002,0.1176,0.3209,0.1537,0.1255,0.3705,0.1946,0.19210000000000002,12.297,7310,5543,2.516,0.0605,0.5233,0.121,0.0904,3428,8513,7000,0.7915000000000001,0.20850000000000002,0.19829999999999998,9.663,0.1108,0.2368,0.0335,0.8061,0.5233,傑3,1949/2000,3,0.3343,0.0819,10741,0.19760000000000003,0.2238,0.1353,0.2993,0.141,1372,652,720,21,3571,0.5358525053304904,0.3104679104477612,0.1537
1339,傑3,823/2000,0.2462,0.1848,0.3045,0.0113,0.0866,0.6933,0.4482,0.2468,12.343,6627,6211,2.547,0.1173,0.4794,0.14880000000000002,0.1104,2496,7668,6740,0.7646,0.2354,0.2187,9.678,0.1144,0.2118,0.0095,0.6553,0.36920000000000003,豪1,1906/2800,7,0.3181,0.10869999999999999,10640,0.19879999999999998,0.444,0.18309999999999998,0.2791,0.0909,1632,1148,484,-61,13284,0.48056831844029235,0.5080935012185215,0.0113
460,傑3,1136/2000,0.2192,0.1484,0.31989999999999996,0.11220000000000001,0.10980000000000001,0.5344,0.3344,0.1883,12.379,6931,6122,2.478,0.1065,0.5029,0.1283,0.0859,3456,9044,7266,0.7755,0.2245,0.2188,9.994,0.12710000000000002,0.2187,0.005699999999999999,0.8120999999999999,0.512,豪1,1886/2800,4,0.34619999999999995,0.09359999999999999,11015,0.1628,0.3372,0.1497,0.2987,0.109,1519,909,611,12,4635,0.43200761861313863,0.45568102189781023,0.11220000000000001
207,傑1,746/1200,0.18719999999999998,0.1465,0.37920000000000004,0.0966,0.1216,0.38659999999999994,0.1948,0.20929999999999999,12.190,7507,5714,2.623,0.0821,0.5335,0.1382,0.0929,3712,8867,6359,0.8207,0.1793,0.1771,9.769,0.11449999999999999,0.1822,0.0108,0.7387,0.4514,傑2,1010/1400,5,0.31980000000000003,0.08789999999999999,10956,0.1975,0.179,0.1346,0.29469999999999996,0.109,1405,837,568,-122,2212,0.5964826388888889,0.3066643162393162,0.0966
433,傑2,221/1400,0.2224,0.1732,0.3483,0.024,0.099,0.5995,0.3126,0.2539,12.719,7450,5940,2.513,0.12240000000000001,0.4858,0.1352,0.105,3219,8833,6525,0.7489,0.2511,0.2046,10.295,0.12240000000000001,0.2086,0.024700000000000003,0.7615999999999999,0.4018,豪1,1565/2800,7,0.312,0.08560000000000001,10931,0.1981,0.30920000000000003,0.1714,0.29969999999999997,0.11199999999999999,1657,1029,628,59,4312,0.5546071043165469,0.4212509892086331,0.024
555,傑1,288/1200,0.16949999999999998,0.1445,0.3071,0.11960000000000001,0.1209,0.3157,0.3836,0.12050000000000001,12.523,7512,6072,2.697,0.1261,0.5409,0.1288,0.0848,3844,9112,7521,0.8167,0.1833,0.2167,9.805,0.12119999999999999,0.2437,0.0152,0.8606,0.503,傑3,1764/2000,4,0.3193,0.0886,10922,0.1075,0.4336,0.16329999999999997,0.21899999999999997,0.1167,1273,877,396,-293,5475,0.3845336283185842,0.4956247787610619,0.11960000000000001
1670,豪3,1591/3600,0.2415,0.14859999999999998,0.3194,0.1013,0.1001,0.5112,0.34450000000000003,0.1898,12.212,6513,5886,2.446,0.0832,0.5435,0.1264,0.0958,3344,8107,7164,0.8345999999999999,0.1654,0.214,9.479,0.0998,0.23420000000000002,0.0025,0.7726000000000001,0.4833,豪3,2685/3600,6,0.3209,0.10189999999999999,10933,0.16140000000000002,0.3625,0.1564,0.3307,0.1014,1573,875,698,100,16887,0.42714824016563147,0.4717438923395446,0.1013
261,豪1,1689/2800,0.23190000000000002,0.1559,0.3361,0.0449,0.09880000000000001,0.5390999999999999,0.287,0.2488,12.413,6857,5553,2.433,0.0805,0.5146999999999999,0.1225,0.0868,3138,7750,5595,0.8248000000000001,0.1752,0.18760000000000002,9.840,0.1225,0.2078,0.018600000000000002,0.7121999999999999,0.3921,豪1,2660/2800,4,0.2651,0.1225,10452,0.1955,0.3069,0.16670000000000001,0.32530000000000003,0.0833,1590,866,724,136,2592,0.5522094006037084,0.4025920655454937,0.0449
360,豪1,770/2800,0.2167,0.139,0.3126,0.1283,0.1085,0.3934,0.3301,0.1718,12.043,6308,5588,2.528,0.0806,0.5545,0.1266,0.1042,3433,8036,6918,0.7885,0.2115,0.20670000000000002,9.344,0.10099999999999999,0.23120000000000002,0.0128,0.7292000000000001,0.4583,豪1,1400/2800,4,0.3555,0.10869999999999999,10639,0.1564,0.38420000000000004,0.1618,0.2836,0.1026,1367,777,590,-59,3632,0.4396082141209045,0.43200904476234425,0.1283
1153,傑2,723/1400,0.2021,0.1358,0.3166,0.1449,0.1252,0.3665,0.3754,0.1164,12.308,6306,5858,2.612,0.0867,0.49670000000000003,0.1316,0.11349999999999999,3042,8327,7125,0.8036,0.19640000000000002,0.2109,10.062,0.1331,0.21960000000000002,0.008,0.7378,0.43079999999999996,傑3,1607/2000,5,0.3075,0.1005,10302,0.1128,0.414,0.1497,0.3064,0.1017,1274,795,479,-141,11815,0.28607560613557653,0.5691368629391392,0.1449
142,傑3,341/2000,0.20309999999999997,0.1349,0.3139,0.1204,0.1223,0.49090000000000006,0.2535,0.24239999999999998,12.431,6875,5386,2.500,0.0634,0.4924,0.1315,0.107,2983,8102,6349,0.7676000000000001,0.2324,0.20800000000000002,10.063,0.1407,0.1801,0.0060999999999999995,0.7187,0.3945,傑3,1085/2000,5,0.3043,0.1058,10581,0.23629999999999998,0.30219999999999997,0.16079999999999997,0.2339,0.1404,1396,727,670,48,1349,0.5876797636632202,0.29194313146233386,0.1204
177,傑3,623/2000,0.2187,0.1618,0.3428,0.028399999999999998,0.09359999999999999,0.5181,0.4047,0.2159,12.430,6703,5232,2.508,0.0791,0.4804,0.1305,0.107,2700,7952,6764,0.7728,0.22719999999999999,0.2089,9.717,0.1018,0.163,0.0183,0.611,0.3394,傑3,1599/2000,5,0.3533,0.0968,9897,0.17420000000000002,0.3519,0.1407,0.2688,0.0891,1466,846,620,10,1774,0.47424947416552354,0.49740905349794245,0.028399999999999998
332,聖1,2873/4000,0.2464,0.1598,0.3157,0.0636,0.0967,0.5749,0.2648,0.2781,12.371,6876,5906,2.434,0.0934,0.5043,0.1479,0.1085,2817,7854,6702,0.7883,0.21170000000000003,0.22870000000000001,9.483,0.11599999999999999,0.21100000000000002,0.016,0.6798000000000001,0.41700000000000004,聖1,3875/4000,5,0.3038,0.1207,10387,0.25739999999999996,0.263,0.15869999999999998,0.3419,0.08380000000000001,1695,944,751,150,3380,0.5691795048701299,0.3674314935064934,0.0636
380,豪1,1234/2800,0.2186,0.1483,0.31329999999999997,0.03,0.1081,0.5607,0.37520000000000003,0.2351,12.502,7202,5730,2.408,0.0632,0.5167,0.125,0.09380000000000001,3155,8092,6850,0.7857,0.2143,0.2076,9.718,0.11720000000000001,0.2009,0.0045000000000000005,0.6942,0.36829999999999996,豪1,1793/2800,4,0.3045,0.1047,11153,0.19820000000000002,0.4177,0.165,0.2413,0.11259999999999999,1574,849,725,104,3811,0.5557006861848125,0.41416175663311994,0.03
383,傑1,319/1200,0.2158,0.1834,0.32409999999999994,0.1886,0.0913,0.6343,0.2528,0.191,12.629,7264,6068,2.606,0.0888,0.5301,0.1161,0.0779,3435,8450,7561,0.7336,0.2664,0.18170000000000003,10.136,0.1175,0.2345,0.0014000000000000002,0.8320000000000001,0.4781,傑3,1421/2000,5,0.3119,0.0922,10456,0.1209,0.2361,0.17129999999999998,0.2921,0.11349999999999999,1567,1113,454,-66,3833,0.4691802594995367,0.3421820203892494,0.1886
