記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,安定段位,点数期待,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
313,魂1,14.7/20.0,0.22,0.1235,0.40159999999999996,0.1025,0.1358,0.38939999999999997,0.341,0.17370000000000002,11.958,6131,5171,2.444,0.0575,魂+1.76,0.018 (302),0.49829999999999997,0.1661,0.1401,2824,8097,6678,0.8321999999999999,0.1678,0.19030000000000002,9.207,0.1298,0.1771,0.0087,0.7292000000000001,0.5009,魂1,17.6/20.0,5,0.30210000000000004,0.1161,10592,0.2336,0.3455,0.1251,0.3251,0.1507,1348,639,710,24,3328.0,0.39343050000000007,0.503905,0.1025
3470,魂9,15.1/20.0,0.2336,0.1505,0.39840000000000003,0.0998,0.1275,0.5579,0.3231,0.23070000000000002,12.425,6625,5492,2.437,0.081,魂+2.16,0.022 (227),0.478,0.1478,0.111,2769,8114,6849,0.7979999999999999,0.20199999999999999,0.192,9.575,0.1493,0.19440000000000002,0.0096,0.6995999999999999,0.46270000000000006,魂9,15.1/20.0,7,0.3201,0.10460000000000001,10357,0.2266,0.3267,0.1521,0.3094,0.1417,1547,826,721,85,36195.0,0.4720659246575342,0.4279415239726027,0.0998
571,豪3,1784/3600,0.21899999999999997,0.1321,0.387,0.1566,0.1445,0.4658,0.3057,0.1887,12.231,6051,5407,2.524,0.0736,豪1.75,-8.2 (145),0.47119999999999995,0.1425,0.1075,2483,7352,6491,0.8304,0.1696,0.2133,9.334,0.1705,0.1744,0.0060999999999999995,0.722,0.49479999999999996,聖1,3161/4000,5,0.29309999999999997,0.1047,10599,0.20350000000000001,0.3396,0.1467,0.3134,0.1467,1325,714,611,-57,6064.0,0.4060065753424658,0.43747205479452067,0.1566
2269,魂6,10.2/20.0,0.2043,0.12050000000000001,0.4053,0.1464,0.1487,0.4608,0.2955,0.1905,12.235,6872,5441,2.442,0.0674,魂+1.94,0.019 (504),0.483,0.1433,0.1092,3009,8424,6866,0.7951,0.20489999999999997,0.2003,9.599,0.15990000000000001,0.1981,0.0111,0.7259,0.509,魂6,10.8/20.0,6,0.32789999999999997,0.09380000000000001,10354,0.22640000000000002,0.30820000000000003,0.1257,0.2788,0.18230000000000002,1404,656,748,66,24034.0,0.45037444933920706,0.4032569750367107,0.1464
268,聖1,1601/4000,0.23,0.14150000000000001,0.4106,0.12119999999999999,0.138,0.5,0.3589,0.20379999999999998,12.389,6343,5452,2.433,0.059699999999999996,豪3.94,-0.2 (5628),0.47859999999999997,0.15560000000000002,0.11109999999999999,2561,7781,6769,0.7915000000000001,0.20850000000000002,0.1761,9.541,0.1316,0.2107,0.0085,0.7227,0.4886,聖2,3832/6000,5,0.3179,0.09820000000000001,10669,0.2241,0.3522,0.1388,0.2913,0.1485,1459,771,688,79,2870.0,0.4240812173913043,0.45455465217391294,0.1212
141,聖1,170/4000,0.2217,0.14029999999999998,0.3701,0.12240000000000001,0.1231,0.5268999999999999,0.3786,0.19519999999999998,12.035,6161,5311,2.560,0.0851,豪0.25,-15.5 (27),0.4678,0.1492,0.1186,2604,7717,6357,0.7966,0.2034,0.2,9.254,0.1797,0.1739,0.013600000000000001,0.7390000000000001,0.4576,聖1,3817/4000,7,0.3406,0.09699999999999999,10239,0.2075,0.3962,0.1469,0.2727,0.1241,1366,745,621,-22,1511.0,0.411883446098331,0.46569336941813266,0.12240000000000002
276,聖1,595/4000,0.1963,0.1259,0.3922,0.08130000000000001,0.1655,0.434,0.25079999999999997,0.2151,12.223,6896,5414,2.478,0.0978,豪2.71,-4.7 (128),0.4742,0.1548,0.1226,2710,8124,7166,0.8468000000000001,0.1532,0.1855,9.652,0.1855,0.1837,0.0113,0.7387,0.4403,聖1,3010/4000,4,0.2993,0.0935,10118,0.2645,0.2397,0.12029999999999999,0.3126,0.195,1354,682,672,-17,2883.0,0.5196149770759043,0.39938909831889957,0.08130000000000001
3094,魂4,9.7/20.0,0.21309999999999998,0.11900000000000001,0.397,0.126,0.1487,0.44780000000000003,0.3126,0.19440000000000002,12.245,6509,5457,2.460,0.063,魂+1.33,0.013 (772),0.4941,0.1425,0.10890000000000001,2991,8161,6931,0.7959999999999999,0.204,0.1991,9.388,0.1598,0.18230000000000002,0.005699999999999999,0.7498999999999999,0.5262,魂4,12.6/20.0,7,0.33270000000000005,0.1002,10610,0.2329,0.3312,0.1261,0.28850000000000003,0.16870000000000002,1387,649,738,42,32727.0,0.45074162365086823,0.423205537306429,0.126
2384,魂3,13.6/20.0,0.21559999999999999,0.1361,0.4019,0.1143,0.1384,0.5108,0.3326,0.20809999999999998,12.406,6783,5432,2.471,0.07339999999999999,魂+1.11,0.011 (576),0.47840000000000005,0.1493,0.11230000000000001,2793,8113,6844,0.7787999999999999,0.2212,0.1975,9.555,0.1609,0.20079999999999998,0.0103,0.7145,0.4858,魂3,17.5/20.0,6,0.3124,0.10039999999999999,10244,0.22829999999999998,0.3436,0.1406,0.2748,0.1597,1462,739,723,51,25114.0,0.46175807050092776,0.423926159554731,0.1143
157,豪3,1727/3600,0.191,0.1392,0.36310000000000003,0.11380000000000001,0.141,0.4833,0.3102,0.20559999999999998,12.440,6937,5914,2.535,0.0955,豪0.77,-8.7,0.44,0.1743,0.12,2531,8547,6720,0.78,0.22,0.1943,9.752,0.1743,0.1753,0.0229,0.6970999999999999,0.4229,聖1,3800/4000,4,0.3766,0.0803,10812,0.25739999999999996,0.32909999999999995,0.1477,0.25379999999999997,0.142,1325,823,501,-154,1702.0,0.4736335078534031,0.4121924607329842,0.11380000000000001
1756,魂1,3.3/20.0,0.2309,0.1387,0.36829999999999996,0.165,0.1313,0.4511,0.3624,0.1654,12.035,6070,5505,2.528,0.0735,豪1.12,-0.010 (326),0.4882,0.1537,0.11359999999999999,2774,7981,6783,0.7813,0.2187,0.1973,9.203,0.14429999999999998,0.18359999999999999,0.0058,0.7387,0.48560000000000003,魂1,18.8/20.0,7,0.3121,0.09949999999999999,10257,0.1832,0.3764,0.1441,0.30920000000000003,0.1367,1402,764,638,-7,18689.0,0.34971104374187956,0.48529268081420535,0.165
1623,聖3,4265/9000,0.22510000000000002,0.133,0.3738,0.1518,0.132,0.5002,0.31989999999999996,0.1918,12.373,6613,5433,2.437,0.058499999999999996,聖1.20,-6.4 (621),0.4864,0.1461,0.10869999999999999,2949,8382,6938,0.7881,0.2119,0.19149999999999998,9.580,0.135,0.20629999999999998,0.009000000000000001,0.7322,0.491,聖3,5477/9000,7,0.3251,0.1041,10289,0.2107,0.3296,0.13699999999999998,0.3053,0.1509,1489,722,766,113,16885.0,0.41444478009773433,0.43387592181252777,0.1518
992,魂3,9.3/20.0,0.2114,0.11259999999999999,0.40630000000000005,0.08650000000000001,0.14880000000000002,0.4261,0.3367,0.2021,12.324,6566,5405,2.444,0.049400000000000006,魂+1.84,0.018 (580),0.4868,0.13849999999999998,0.1027,2920,8046,6717,0.8303,0.1697,0.2107,9.264,0.1532,0.1588,0.0137,0.7156,0.4706,魂3,10.4/20.0,5,0.3262,0.10890000000000001,10332,0.2487,0.3579,0.11960000000000001,0.2814,0.166,1388,608,780,56,10501.0,0.46538448438978247,0.4481900662251656,0.08650000000000001
461,聖2,3299/6000,0.2003,0.1291,0.3914,0.19519999999999998,0.1478,0.35409999999999997,0.27190000000000003,0.16440000000000002,12.306,6600,5059,2.573,0.060700000000000004,豪0.41,-17.9 (185),0.4878,0.15,0.11710000000000001,2965,8478,7211,0.7902,0.20980000000000001,0.2122,9.307,0.1427,0.17,0.0024,0.7243999999999999,0.4963,聖2,5978/6000,5,0.32,0.09210000000000002,10393,0.191,0.3121,0.1482,0.2979,0.163,1322,653,669,-53,4987.0,0.40037104343484775,0.4043884672990514,0.19519999999999998
127,豪3,1800/3600,0.1837,0.1323,0.368,0.08,0.1521,0.4155,0.2564,0.20350000000000001,12.036,6864,5540,2.646,0.11019999999999999,豪-2.02,-27.0 (26),0.44770000000000004,0.1661,0.1336,2660,8765,7404,0.787,0.213,0.1949,9.372,0.17329999999999998,0.17739999999999997,0.0036,0.6823,0.44770000000000004,聖1,2457/4000,4,0.371,0.0907,10700,0.2556,0.2556,0.1318,0.3037,0.12029999999999999,1261,733,528,-201,1361.0,0.49595508982035935,0.4238904735982581,0.08
157,聖1,882/4000,0.2278,0.1446,0.38420000000000004,0.0981,0.12480000000000001,0.5124,0.3749,0.20670000000000002,11.886,6465,5079,2.465,0.0318,豪2.98,-3.8 (234),0.45649999999999996,0.1772,0.1381,2530,8166,6139,0.7778,0.22219999999999998,0.2162,9.782,0.1502,0.2566,0.018000000000000002,0.7568,0.5105,聖1,2459/4000,4,0.36840000000000006,0.0784,9641,0.2532,0.3605,0.1391,0.2964,0.1407,1473,735,738,55,1611.0,0.41421663740122916,0.4877978928884987,0.0981
286,聖3,7324/9000,0.2231,0.1341,0.3795,0.11460000000000001,0.1491,0.441,0.3918,0.1796,12.044,6567,5130,2.441,0.0559,豪3.34,-10.2 (703),0.4843,0.17010000000000003,0.1423,2748,8076,6624,0.8096,0.19039999999999999,0.1848,9.005,0.1553,0.1718,0.0129,0.6525,0.44920000000000004,聖3,8347/9000,5,0.2977,0.1106,10599,0.22769999999999999,0.3762,0.1288,0.2822,0.1593,1465,688,777,105,3012.0,0.3898712684894666,0.49558924249215597,0.11460000000000002
625,聖1,1978/4000,0.20989999999999998,0.1139,0.3947,0.12269999999999999,0.14529999999999998,0.4129,0.3825,0.16269999999999998,11.943,6269,5233,2.451,0.064,豪3.97,-0.1 (24240),0.4953,0.1322,0.1052,3064,8094,6551,0.8259000000000001,0.1741,0.2048,9.332,0.162,0.203,0.0149,0.7263,0.4767,聖1,3909/4000,6,0.3177,0.0925,10305,0.1888,0.39759999999999995,0.1184,0.2709,0.162,1316,596,720,17,6602.0,0.3839223916150548,0.49366007622677466,0.12269999999999999
1015,魂1,13.1/20.0,0.1943,0.1164,0.3937,0.1693,0.16010000000000002,0.4156,0.3006,0.16760000000000003,12.420,6702,5271,2.507,0.06309999999999999,豪1.87,-0.003 (3911),0.4828,0.1318,0.10220000000000001,2842,7924,6942,0.8311,0.1689,0.1957,9.506,0.1679,0.171,0.0049,0.7789,0.5309,魂1,19.3/20.0,5,0.32280000000000003,0.10439999999999999,10416,0.18960000000000002,0.3131,0.1213,0.26789999999999997,0.18289999999999998,1302,614,688,-41,10915.0,0.41645537828100876,0.41446598044261446,0.1693
496,豪3,847/3600,0.21760000000000002,0.1324,0.39159999999999995,0.0818,0.1446,0.4521,0.3311,0.2096,12.038,6117,5061,2.506,0.0665,豪1.80,-4.6,0.4888,0.1457,0.109,2888,7989,6396,0.7962,0.20379999999999998,0.2064,9.736,0.16440000000000002,0.2029,0.0089,0.6729,0.4147,聖2,3133/6000,5,0.36560000000000004,0.0977,10202,0.2306,0.34090000000000004,0.1363,0.29410000000000003,0.16399999999999998,1331,670,661,-18,5340.0,0.47082941176470594,0.44750234375,0.0818
166,聖3,1498/9000,0.2213,0.1354,0.3807,0.1117,0.1539,0.44530000000000003,0.3764,0.1893,12.339,6831,5168,2.452,0.0723,聖1.15,-6.5 (271),0.48369999999999996,0.1721,0.1217,3174,9044,6476,0.8101,0.18989999999999999,0.18100000000000002,9.539,0.1454,0.23929999999999998,0.003,0.6736,0.43320000000000003,聖3,5406/9000,6,0.2883,0.1005,10300,0.2407,0.3651,0.1313,0.2791,0.1925,1512,700,812,174,1780.0,0.4137569362855852,0.4747096249435157,0.1117
185,豪2,1972/3200,0.2072,0.1338,0.4183,0.1535,0.1267,0.4372,0.3549,0.16,12.104,6328,5440,2.557,0.0973,豪-0.39,-19.6 (4),0.4744,0.15380000000000002,0.0962,2943,8614,6579,0.7820999999999999,0.21789999999999998,0.1474,9.717,0.1346,0.1689,0.0128,0.7756000000000001,0.484,聖1,3647/4000,5,0.2973,0.1067,10436,0.1839,0.3831,0.1445,0.2803,0.1243,1311,728,583,-121,1950.0,0.36633204633204636,0.480108445945946,0.1535
118,魂1,13.9/20.0,0.2241,0.1191,0.3889,0.0868,0.14859999999999998,0.4346,0.3331,0.19140000000000001,11.736,6234,5148,2.432,0.0254,魂+2.37,0.024 (257),0.4593,0.16260000000000002,0.0935,2537,7902,6243,0.8008,0.19920000000000002,0.1707,9.304,0.16260000000000002,0.24780000000000002,0.008100000000000001,0.7409,0.4818,魂1,17.2/20.0,4,0.34509999999999996,0.12380000000000001,10253,0.2614,0.3725,0.1332,0.3505,0.1449,1397,613,784,109,1285.0,0.39228032128514057,0.5209796965640339,0.0868
882,聖2,433/6000,0.23260000000000003,0.1226,0.3831,0.0797,0.1332,0.49200000000000005,0.4501,0.18760000000000002,11.954,5974,5455,2.437,0.0567,聖1.76,-0.8 (553),0.4852,0.1313,0.105,2782,7753,6717,0.8436,0.1564,0.2243,8.960,0.1484,0.1941,0.0068000000000000005,0.6844,0.4715,聖2,5836/6000,6,0.3224,0.0906,10575,0.2009,0.46549999999999997,0.1268,0.2734,0.13849999999999998,1390,669,721,52,9338.0,0.3913306964746346,0.5290513327601031,0.0797
1346,魂6,15.3/20.0,0.2126,0.10890000000000001,0.3957,0.12119999999999999,0.1519,0.386,0.32170000000000004,0.1848,12.036,6579,5175,2.395,0.0483,魂+3.54,0.035 (133),0.5189,0.1319,0.1039,3247,8028,6496,0.833,0.16699999999999998,0.19920000000000002,9.049,0.147,0.1916,0.0102,0.7123999999999999,0.5121,魂6,16.0/20.0,5,0.3146,0.0917,10532,0.22390000000000002,0.3515,0.1189,0.2828,0.16760000000000003,1399,563,835,112,14322.0,0.4510476011288804,0.42792455315145816,0.12119999999999999
2099,魂3,9.0/20.0,0.21559999999999999,0.1175,0.396,0.1873,0.1454,0.43189999999999995,0.36869999999999997,0.1467,12.052,6164,5415,2.491,0.0553,魂+0.26,0.003 (4198),0.5015,0.151,0.1151,3003,8219,6932,0.8177,0.18230000000000002,0.2032,9.025,0.13699999999999998,0.2023,0.0033,0.7717,0.5561,魂3,11.2/20.0,6,0.32280000000000003,0.1052,10425,0.1886,0.3757,0.1197,0.2755,0.16820000000000002,1329,636,693,13,22433.0,0.34123399814471245,0.4711356679035251,0.1873
211,聖2,4279/6000,0.22010000000000002,0.1325,0.4,0.11720000000000001,0.1258,0.4028,0.3553,0.1765,12.097,6455,5452,2.545,0.0758,豪1.10,-11.1 (270),0.48869999999999997,0.136,0.1058,3050,8278,6324,0.7959999999999999,0.204,0.2242,9.378,0.1184,0.2216,0.0151,0.7493000000000001,0.44329999999999997,聖2,5858/6000,5,0.2784,0.0886,10266,0.1812,0.3591,0.13390000000000002,0.3041,0.12140000000000001,1421,722,698,-1,2249.0,0.3918925488414356,0.4908983643798273,0.1172
189,聖1,570/4000,0.2072,0.1124,0.37200000000000005,0.049800000000000004,0.1487,0.31679999999999997,0.3186,0.1777,11.783,6111,5391,2.593,0.0529,豪-0.42,-18.6 (31),0.5718,0.1133,0.08560000000000001,3662,7877,6949,0.8591,0.1409,0.20170000000000002,8.881,0.1354,0.1401,0.0276,0.7017,0.45299999999999996,聖2,3805/6000,5,0.34299999999999997,0.1033,10283,0.179,0.4192,0.1479,0.2989,0.1341,1266,606,660,-74,2037.0,0.4903902509652509,0.45960202702702707,0.049800000000000004
205,聖1,208/4000,0.20980000000000001,0.1382,0.4174,0.2087,0.1482,0.41850000000000004,0.2522,0.1801,12.028,6595,5394,2.488,0.043899999999999995,豪1.60,-9.8 (38),0.5063,0.15439999999999998,0.1114,2641,7964,8200,0.8151999999999999,0.1848,0.2101,9.497,0.1215,0.19,0.0051,0.7924,0.562,聖1,3977/4000,5,0.29,0.0859,10918,0.20129999999999998,0.24420000000000003,0.1338,0.2966,0.1591,1383,745,638,-5,2193.0,0.43462645376549097,0.35654204003813145,0.2087
1884,魂2,11.6/20.0,0.2255,0.1253,0.37579999999999997,0.1686,0.1328,0.4678,0.3431,0.1661,12.174,6063,5431,2.473,0.0626,魂+0.92,0.009 (910),0.4858,0.1399,0.1057,2777,7882,6994,0.7835,0.2165,0.1787,9.446,0.1654,0.1833,0.0079,0.7367,0.514,魂2,14.6/20.0,6,0.2993,0.09789999999999999,10570,0.1855,0.35850000000000004,0.1309,0.3114,0.1407,1367,680,687,33,19883.0,0.3578331707317073,0.47379751662971176,0.1686
1337,聖1,3137/4000,0.2139,0.1202,0.4045,0.1396,0.1423,0.4341,0.34259999999999996,0.17600000000000002,12.166,6457,5345,2.458,0.0658,豪3.44,-2.0 (1596),0.4778,0.1551,0.11710000000000001,2780,8150,6662,0.7964,0.2036,0.19469999999999998,9.241,0.1474,0.1724,0.0101,0.7298,0.5036,聖3,7079/9000,6,0.3331,0.0933,10300,0.2271,0.35359999999999997,0.1241,0.2918,0.16440000000000002,1381,643,739,38,14065.0,0.3931407199625993,0.46737110799438986,0.1396
527,魂3,7.6/20.0,0.2275,0.1276,0.3857,0.09960000000000001,0.1446,0.5288,0.4075,0.18760000000000002,12.077,6403,5482,2.397,0.07780000000000001,魂+3.57,0.036 (348),0.48119999999999996,0.1343,0.0928,3068,8497,7160,0.8,0.2,0.2,9.367,0.16519999999999999,0.2048,0.0058,0.7065,0.4824,魂3,17.0/20.0,7,0.3293,0.1023,10340,0.1974,0.40909999999999996,0.1281,0.2811,0.17300000000000001,1457,699,757,124,5517.0,0.396804923076923,0.5035087912087912,0.09960000000000001
1830,魂5,6.3/20.0,0.2164,0.13140000000000002,0.38659999999999994,0.1015,0.1422,0.49979999999999997,0.43,0.1772,12.233,6514,5470,2.442,0.0639,魂+1.95,0.019 (704),0.46950000000000003,0.1466,0.1035,2766,8210,6951,0.7637999999999999,0.23620000000000002,0.1841,9.552,0.16870000000000002,0.18030000000000002,0.0151,0.6873999999999999,0.4781,魂5,15.5/20.0,6,0.3222,0.1041,10439,0.1977,0.4413,0.1348,0.2586,0.15839999999999999,1409,719,691,34,19403.0,0.3844519408502773,0.5138539741219962,0.1015
272,魂1,8.6/20.0,0.2249,0.12179999999999999,0.3834,0.12269999999999999,0.129,0.46520000000000006,0.3353,0.19519999999999998,12.255,6400,5544,2.474,0.0735,魂+0.74,0.007 (1550),0.4876,0.1502,0.1166,2785,7989,6713,0.7968000000000001,0.2032,0.212,9.435,0.1413,0.2029,0.0088,0.682,0.4611,魂1,12.8/20.0,4,0.2899,0.08960000000000001,10651,0.2408,0.3371,0.12240000000000001,0.3045,0.13369999999999999,1439,675,764,77,2899.0,0.42320818141396166,0.4539744330813695,0.1227
1550,魂1,5.6/20.0,0.2169,0.12380000000000001,0.391,0.1594,0.1444,0.45909999999999995,0.3292,0.17550000000000002,12.125,6201,5409,2.515,0.0652,豪1.75,-0.004 (1276),0.49570000000000003,0.1425,0.11,2971,8057,6863,0.8199,0.1801,0.20420000000000002,9.171,0.1642,0.18230000000000002,0.0069,0.7415999999999999,0.5318999999999999,魂1,18.5/20.0,6,0.2853,0.0967,10460,0.20199999999999999,0.35450000000000004,0.1333,0.2896,0.15789999999999998,1345,670,675,7,16520.0,0.401085062240664,0.4395404333794376,0.1594
758,魂2,5.7/20.0,0.2107,0.13970000000000002,0.4025,0.128,0.1391,0.48560000000000003,0.3121,0.18719999999999998,12.180,6661,5504,2.482,0.0897,魂+0.83,0.008 (1721),0.4877,0.1514,0.11470000000000001,2874,8183,6781,0.8345999999999999,0.1654,0.1848,9.322,0.1454,0.223,0.013999999999999999,0.7105,0.4596,魂2,10.9/20.0,5,0.32420000000000004,0.1091,10300,0.2029,0.31370000000000003,0.1405,0.2961,0.15130000000000002,1403,769,634,-32,8008.0,0.43330536307546275,0.4385990033222591,0.128
1555,魂6,10.0/20.0,0.2234,0.1276,0.3935,0.1265,0.14429999999999998,0.4796,0.3678,0.1888,12.173,6326,5232,2.420,0.0592,魂+2.85,0.028 (351),0.4849,0.14429999999999998,0.1099,2854,7969,6558,0.8229000000000001,0.1771,0.18960000000000002,9.399,0.1637,0.1997,0.0073,0.6816,0.4677,魂6,10.0/20.0,7,0.3233,0.10310000000000001,10163,0.21359999999999998,0.3942,0.1367,0.2817,0.1607,1413,667,746,86,16627.0,0.4097991047448523,0.46378361683079683,0.1265
756,聖1,2592/4000,0.22,0.1319,0.39659999999999995,0.14429999999999998,0.1434,0.4629,0.3028,0.20120000000000002,12.274,6533,5297,2.495,0.056900000000000006,豪2.27,-6.6 (392),0.4991,0.12990000000000002,0.0926,3088,8063,6603,0.8111,0.1889,0.2057,9.204,0.15410000000000001,0.16940000000000002,0.0025,0.7203,0.5059,聖2,3000/6000,5,0.33,0.1107,10069,0.1981,0.3488,0.1519,0.2903,0.1536,1437,699,739,61,7999.0,0.4564496363636364,0.39955836363636366,0.14429999999999998
488,聖1,2149/4000,0.20989999999999998,0.12,0.40240000000000004,0.2073,0.1392,0.469,0.2593,0.16899999999999998,12.050,6659,5194,2.486,0.0676,豪2.64,-5.1 (415),0.5035000000000001,0.13570000000000002,0.0998,3286,8400,6415,0.7645000000000001,0.23550000000000001,0.1833,9.445,0.152,0.2005,0.016200000000000003,0.7796,0.5579999999999999,聖1,3684/4000,4,0.3111,0.1096,10418,0.1912,0.32189999999999996,0.1489,0.31370000000000003,0.16329999999999997,1398,623,775,77,5102.0,0.4053906622201049,0.3875293473082421,0.2073
244,聖1,3524/4000,0.2183,0.12300000000000001,0.377,0.1149,0.1462,0.4853,0.40869999999999995,0.16219999999999998,12.072,6191,5164,2.389,0.0738,魂+3.61,9.4 (51),0.47100000000000003,0.1353,0.1063,2823,8139,6879,0.8019,0.1981,0.1812,9.393,0.1618,0.2051,0.0072,0.7053,0.44439999999999996,聖1,3910/4000,6,0.2974,0.0949,10350,0.1783,0.4363,0.13140000000000002,0.2857,0.1592,1351,635,716,85,2552.0,0.3499596885020614,0.5348858909757215,0.11489999999999999
562,豪2,1521/3200,0.2052,0.1371,0.38280000000000003,0.1197,0.1446,0.4593,0.3602,0.1677,12.132,6357,5543,2.642,0.0765,豪-1.61,-24.4 (1),0.47240000000000004,0.1464,0.1073,2754,8081,6855,0.8044,0.1956,0.1936,9.524,0.1625,0.1911,0.0181,0.7482,0.4925,聖1,3179/4000,7,0.3015,0.1047,10623,0.1791,0.41100000000000003,0.1564,0.2815,0.1424,1304,760,545,-141,5946.0,0.3860695906432749,0.49413401559454195,0.11970000000000001
308,聖2,3284/6000,0.19940000000000002,0.1215,0.4,0.1426,0.1496,0.3864,0.3141,0.16940000000000002,12.062,6431,5003,2.510,0.0455,豪3.02,-6.4 (539),0.5018,0.1369,0.0949,3258,8285,5888,0.8393999999999999,0.1606,0.21530000000000002,9.498,0.1369,0.19640000000000002,0.0055000000000000005,0.7737,0.5219,聖2,4556/6000,3,0.3091,0.08810000000000001,9841,0.19079999999999997,0.3308,0.128,0.2736,0.18600000000000003,1282,608,675,-28,3235.0,0.4263035105315948,0.4309817452357071,0.1426
140,魂1,7.9/20.0,0.2086,0.1268,0.4244,0.1479,0.1549,0.368,0.3226,0.18510000000000001,12.163,6639,5591,2.529,0.0786,豪0.54,-0.006 (1229),0.5399,0.1304,0.0942,3384,8201,7678,0.8406,0.1594,0.1884,9.529,0.1449,0.18789999999999998,0.0036,0.7319,0.5399,魂1,12.6/20.0,4,0.22820000000000001,0.08529999999999999,10221,0.1905,0.3757,0.1476,0.2412,0.17670000000000002,1385,709,676,-32,1491.0,0.4790771332694152,0.3730159156279962,0.1479
445,豪2,875/3200,0.215,0.1193,0.4023,0.1611,0.1409,0.4292,0.2803,0.2018,11.982,6287,5161,2.494,0.0719,豪2.65,-1.2,0.4537,0.155,0.12279999999999999,2585,8162,6699,0.7877,0.21230000000000002,0.17379999999999998,9.820,0.1602,0.2225,0.0125,0.7461,0.5276,聖1,3548/4000,5,0.3188,0.1092,10324,0.2623,0.3011,0.1281,0.3169,0.1491,1352,615,736,20,4763.0,0.4258449302325581,0.4131491627906977,0.1611
173,魂1,12.7/20.0,0.22579999999999997,0.1285,0.39520000000000005,0.131,0.1366,0.4252,0.32530000000000003,0.2086,12.035,6402,5286,2.462,0.057800000000000004,魂+1.10,0.011 (665),0.48710000000000003,0.1521,0.1082,2565,7560,6483,0.7784,0.2216,0.2165,9.492,0.13140000000000002,0.1693,0.0052,0.6546,0.43810000000000004,魂1,12.7/20.0,4,0.2698,0.0885,10305,0.2469,0.33049999999999996,0.1306,0.2909,0.1702,1446,679,766,9,1860.0,0.4499958370239151,0.4190866696191321,0.131
229,豪3,2258/3600,0.2069,0.163,0.40869999999999995,0.1825,0.11779999999999999,0.5331,0.312,0.1802,12.521,6726,5472,2.559,0.11349999999999999,豪-0.01,-12.4,0.4692,0.1321,0.1025,2765,8162,7188,0.8040999999999999,0.1959,0.2005,9.641,0.1435,0.21359999999999998,0.0273,0.7494,0.5239,聖1,3041/4000,5,0.3447,0.0962,10478,0.1461,0.3249,0.1697,0.2711,0.15259999999999999,1392,892,500,-155,2436.0,0.40865074915418076,0.40881198646689226,0.1825
2358,魂4,7.3/20.0,0.2143,0.1451,0.39890000000000003,0.129,0.1353,0.5351,0.2923,0.2165,12.530,7131,5455,2.445,0.0848,魂+1.94,0.019 (655),0.46869999999999995,0.1495,0.10890000000000001,2948,8645,6865,0.769,0.231,0.1787,9.869,0.1655,0.2026,0.0115,0.7487,0.5009,魂4,18.4/20.0,6,0.3062,0.0958,10342,0.2231,0.2992,0.14859999999999998,0.2914,0.1494,1528,792,737,84,24554.0,0.47351166588894067,0.3974625291647224,0.129
293,聖2,5329/6000,0.2191,0.125,0.3739,0.15839999999999999,0.1404,0.4325,0.3,0.1902,12.114,6508,5578,2.420,0.061399999999999996,聖2.99,3.1 (219),0.47130000000000005,0.15710000000000002,0.1182,2744,8523,7445,0.8007,0.1993,0.1909,9.178,0.1436,0.2151,0.0118,0.7273999999999999,0.4756,聖2,5901/6000,8,0.2903,0.0858,10810,0.2391,0.29309999999999997,0.12210000000000001,0.31579999999999997,0.13699999999999998,1426,697,729,69,3113.0,0.4091340027384758,0.43240529438612507,0.15839999999999999
1215,豪2,1570/3200,0.2228,0.1272,0.3924,0.1193,0.1366,0.4706,0.3144,0.2072,12.159,6326,5346,2.472,0.0716,豪2.58,-1.6,0.4799,0.1376,0.1072,2791,7891,6584,0.8236,0.1764,0.191,9.451,0.1542,0.18969999999999998,0.0086,0.73,0.48100000000000004,聖2,3364/6000,6,0.3096,0.1059,10339,0.2243,0.32899999999999996,0.1331,0.3079,0.1549,1410,680,730,38,12832.0,0.4462983842010772,0.4344872531418313,0.11929999999999999
328,魂2,11.5/20.0,0.2238,0.11689999999999999,0.3972,0.1277,0.1438,0.40159999999999996,0.2944,0.1935,12.280,6612,5359,2.396,0.06709999999999999,魂+3.48,0.035 (245),0.5273,0.14029999999999998,0.10779999999999999,3201,8025,6813,0.8212999999999999,0.1787,0.2304,9.316,0.1388,0.1905,0.0118,0.7223,0.4904,魂2,14.1/20.0,7,0.3109,0.1184,10672,0.2323,0.2934,0.1165,0.3165,0.1505,1480,626,853,137,3499.0,0.4559095174262735,0.416343163538874,0.1277
