記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,安定段位,点数期待,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
3481,魂10,5.0/20.0,0.2213,0.1301,0.38420000000000004,0.1471,0.13720000000000002,0.4788,0.35869999999999996,0.18510000000000001,12.166,6469,5526,2.438,0.073,魂+2.12,0.021 (708),0.4854,0.1434,0.11,2848,8097,6914,0.7746,0.2254,0.188,9.432,0.1512,0.2016,0.018500000000000003,0.7055,0.496,魂11,10.9/20.0,7,0.3066,0.1033,10470,0.2041,0.3577,0.1297,0.2757,0.1598,1431,719,713,48,36771.0,0.40599882512426566,0.44687568910980563,0.1471
522,傑3,1000/2000,0.22329999999999997,0.1547,0.3775,0.114,0.1276,0.6153,0.35979999999999995,0.20149999999999998,12.430,6465,5373,2.531,0.0824,豪0.51,-10.6,0.4579,0.138,0.0959,2751,8228,6853,0.7356999999999999,0.2643,0.1703,9.869,0.18460000000000001,0.1996,0.0125,0.6765000000000001,0.4122,聖3,6093/9000,6,0.3268,0.1091,10574,0.1797,0.3676,0.15810000000000002,0.29350000000000004,0.1405,1444,831,612,-46,5539.0,0.41319682042095834,0.47291222570532926,0.114
108,聖2,3485/6000,0.2498,0.1253,0.3818,0.1673,0.1217,0.4254,0.39149999999999996,0.1444,12.280,6418,4712,2.241,0.0463,魂+8.89,21.6 (117),0.5346,0.1195,0.0692,3835,8887,6137,0.7609999999999999,0.239,0.1698,9.616,0.08810000000000001,0.1882,0.0252,0.6667000000000001,0.4277,聖2,3710/6000,4,0.32939999999999997,0.1008,10423,0.1377,0.3696,0.1183,0.33409999999999995,0.1531,1603,591,1012,358,1101.0,0.30903218574859886,0.523619495596477,0.1673
116,豪3,1402/3600,0.2016,0.12179999999999999,0.456,0.172,0.1411,0.4229,0.3,0.1629,12.482,6081,5047,2.586,0.0345,豪-0.23,-13.4,0.45049999999999996,0.12869999999999998,0.07919999999999999,2596,7770,6527,0.8564,0.1436,0.1931,9.754,0.16829999999999998,0.1648,0.0149,0.7822,0.5099,聖1,3737/4000,3,0.3297,0.099,10923,0.1722,0.35100000000000003,0.1425,0.3118,0.1398,1226,615,611,-78,1240.0,0.36402008928571417,0.46398809523809526,0.172
2161,聖3,4932/9000,0.1963,0.1117,0.3857,0.14150000000000001,0.1564,0.3886,0.3055,0.1673,12.190,6699,5358,2.514,0.0592,豪2.17,-14.0 (338),0.4982,0.141,0.102,3035,8123,6709,0.8031,0.19690000000000002,0.193,9.320,0.1522,0.1911,0.009899999999999999,0.7426999999999999,0.5118,魂1,19.5/20.0,6,0.3176,0.0946,10424,0.21109999999999998,0.3478,0.1272,0.27899999999999997,0.1718,1315,598,717,0,22858.0,0.42459938869077934,0.4342052980132449,0.14150000000000001
143,聖3,5086/9000,0.20379999999999998,0.1559,0.3746,0.1714,0.1365,0.5735,0.3849,0.1649,12.498,6588,5586,2.636,0.0839,豪-1.50,-31.5 (141),0.44310000000000005,0.1843,0.15289999999999998,2465,8319,6421,0.7765000000000001,0.2235,0.1882,10.153,0.1804,0.177,0.0235,0.7843000000000001,0.5333,聖3,5710/9000,3,0.3186,0.0992,9818,0.195,0.3859,0.1563,0.2487,0.1462,1342,871,472,-173,1546.0,0.35852399411187447,0.46969887144259087,0.1714
162,聖2,2869/6000,0.22469999999999998,0.1285,0.40299999999999997,0.1033,0.14429999999999998,0.5059,0.3803,0.1873,12.122,5954,5541,2.580,0.0679,豪-0.26,-22.9 (125),0.5227,0.12390000000000001,0.0967,3081,7976,7866,0.8248000000000001,0.1752,0.2175,9.289,0.145,0.1734,0.006,0.7704000000000001,0.5106,聖3,5574/9000,5,0.3006,0.0882,10358,0.18059999999999998,0.4053,0.1369,0.2723,0.1801,1338,712,626,-10,1767.0,0.4356996439697374,0.4608619937694705,0.1033
693,魂1,8.0/20.0,0.2127,0.12119999999999999,0.38,0.114,0.1542,0.3895,0.3354,0.1818,12.162,6356,5574,2.519,0.0779,豪1.39,-0.006 (1232),0.47850000000000004,0.1533,0.12,2762,8259,7297,0.86,0.14,0.2133,9.179,0.16,0.1796,0.003,0.7089,0.4868,魂1,15.9/20.0,9,0.31420000000000003,0.0919,10223,0.23,0.3456,0.1249,0.3024,0.1699,1352,676,676,-24,7425.0,0.4089858956276446,0.47684513399153733,0.11400000000000002
187,聖2,970/6000,0.22920000000000001,0.1329,0.3983,0.08869999999999999,0.1305,0.47909999999999997,0.3105,0.22769999999999999,11.936,6481,5123,2.422,0.0642,聖1.45,-1.9 (508),0.4946,0.1416,0.1155,2919,8184,7218,0.8301000000000001,0.1699,0.2113,9.270,0.1373,0.185,0.0022,0.7451000000000001,0.4946,聖2,3142/6000,5,0.3436,0.092,9962,0.2425,0.3172,0.1358,0.3099,0.13419999999999999,1485,681,804,118,2016.0,0.4913630890052355,0.41982526178010465,0.08869999999999999
1650,聖1,2073/4000,0.21420000000000003,0.1396,0.39490000000000003,0.1176,0.13140000000000002,0.5154,0.3787,0.1754,12.273,6503,5532,2.522,0.0745,豪1.98,-7.3 (133),0.4611,0.1436,0.10880000000000001,2615,7981,6764,0.8114,0.1886,0.19260000000000002,9.588,0.15710000000000002,0.2003,0.0138,0.7321,0.4595,聖3,4562/9000,5,0.3015,0.0964,10424,0.1804,0.4071,0.15,0.28559999999999997,0.1426,1393,772,621,-24,17353.0,0.3775767507002801,0.5049333333333332,0.1176
204,聖1,1221/4000,0.2284,0.154,0.3763,0.1459,0.1275,0.47729999999999995,0.3481,0.2091,12.712,7084,5634,2.475,0.10779999999999999,豪1.86,-9.0 (136),0.4573,0.157,0.11320000000000001,2674,8940,8099,0.7252,0.2748,0.1848,9.974,0.13390000000000002,0.20199999999999999,0.016200000000000003,0.7575,0.5104,聖1,3250/4000,6,0.2727,0.1118,10383,0.2132,0.3354,0.1484,0.2857,0.1484,1618,868,750,89,2071.0,0.41865774956217167,0.43542981611208414,0.1459
1653,魂6,7.1/20.0,0.21760000000000002,0.1158,0.37,0.1748,0.1431,0.4057,0.3132,0.16570000000000001,12.023,6179,5315,2.430,0.0557,魂+2.41,0.024 (534),0.4921,0.1459,0.1139,2746,7792,6840,0.851,0.149,0.19440000000000002,9.229,0.1432,0.193,0.011399999999999999,0.7228,0.4918,魂6,11.6/20.0,5,0.31329999999999997,0.0968,10201,0.20879999999999999,0.3368,0.1245,0.313,0.154,1345,616,729,38,17534.0,0.37472872242647054,0.4505128676470587,0.1748
1159,魂6,10.0/20.0,0.21899999999999997,0.11869999999999999,0.3992,0.1631,0.141,0.4556,0.32780000000000004,0.17739999999999997,12.214,6522,5465,2.387,0.0621,魂+3.95,0.040 (253),0.4993,0.1437,0.1069,2944,7982,6750,0.8192,0.1808,0.1925,9.338,0.1539,0.175,0.0088,0.7601,0.5439,魂6,13.5/20.0,8,0.3054,0.0928,10050,0.2147,0.33840000000000003,0.1225,0.2888,0.165,1428,649,779,107,12126.0,0.40445579908675794,0.43227689497716903,0.1631
421,聖3,5999/9000,0.2089,0.11380000000000001,0.4011,0.1189,0.1606,0.4191,0.3257,0.2014,12.213,6701,5411,2.449,0.061799999999999994,聖1.00,-7.0 (393),0.491,0.1401,0.1065,3169,8405,6356,0.8117,0.1883,0.2186,9.479,0.1592,0.1986,0.0078000000000000005,0.7029000000000001,0.509,聖3,7392/9000,5,0.3379,0.0974,10589,0.248,0.3056,0.10679999999999999,0.2614,0.1886,1400,616,784,78,4428.0,0.4733719483006223,0.40755375777884156,0.1189
3120,魂8,2.7/20.0,0.226,0.1307,0.3763,0.1315,0.1322,0.4777,0.37729999999999997,0.18420000000000003,12.182,6352,5411,2.461,0.0702,魂+1.29,0.013 (1343),0.485,0.1475,0.11470000000000001,2798,8032,6729,0.7977,0.2023,0.1981,9.498,0.1374,0.2126,0.008100000000000001,0.7409,0.5197999999999999,魂8,13.7/20.0,6,0.3041,0.10279999999999999,10234,0.2079,0.3826,0.1326,0.28350000000000003,0.1564,1436,707,728,48,32791.0,0.3952964601769912,0.47329446902654865,0.1315
1539,聖3,1370/9000,0.2187,0.1152,0.38939999999999997,0.12789999999999999,0.1469,0.43090000000000006,0.34909999999999997,0.1859,12.170,6478,5388,2.423,0.0513,聖1.92,-3.6 (840),0.4928,0.146,0.11109999999999999,2984,8253,6978,0.8087000000000001,0.1913,0.1887,9.251,0.1542,0.1955,0.013500000000000002,0.7117,0.5013000000000001,聖3,7691/9000,5,0.3115,0.0971,10250,0.2354,0.3627,0.1197,0.284,0.1664,1417,621,796,108,16367.0,0.41889126657521725,0.45333516232281656,0.12789999999999999
750,魂2,1.5/20.0,0.2155,0.1268,0.39189999999999997,0.1476,0.1494,0.3924,0.3077,0.1844,12.180,6370,5277,2.492,0.0667,魂+0.39,0.004 (4784),0.5017,0.1434,0.1091,2972,8036,6771,0.8140999999999999,0.1859,0.19260000000000002,9.559,0.1407,0.2107,0.0101,0.7502,0.5246,魂2,12.7/20.0,7,0.345,0.1054,10398,0.2086,0.32520000000000004,0.134,0.2963,0.16510000000000002,1373,669,703,4,8051.0,0.4292968909512762,0.42306965197215785,0.1476
488,魂1,10.9/20.0,0.22390000000000002,0.135,0.4292,0.1416,0.1402,0.4228,0.3461,0.19829999999999998,12.079,6191,5384,2.506,0.0758,豪1.54,-0.000 (26596),0.4607,0.16949999999999998,0.1322,2333,7654,6597,0.7835,0.2165,0.1858,9.629,0.15130000000000002,0.23079999999999998,0.015300000000000001,0.7443000000000001,0.48469999999999996,魂1,15.6/20.0,5,0.3015,0.0941,10131,0.2489,0.3404,0.1328,0.2914,0.16140000000000002,1386,727,659,-11,5265.0,0.40802505582849474,0.45044010719071004,0.1416
387,豪3,1714/3600,0.195,0.1261,0.4122,0.0967,0.1457,0.4532,0.306,0.2144,12.337,7507,5519,2.517,0.07490000000000001,豪1.41,-6.3,0.4595,0.1389,0.11810000000000001,3017,8823,6777,0.8112999999999999,0.1887,0.1991,9.752,0.1655,0.2065,0.016200000000000003,0.7269,0.4861,聖1,3670/4000,8,0.2872,0.1005,10163,0.23620000000000002,0.2894,0.1192,0.2539,0.1573,1464,696,769,21,4030.0,0.505214358974359,0.39842769230769237,0.0967
1887,魂8,15.7/20.0,0.21,0.1076,0.38189999999999996,0.1567,0.1514,0.3862,0.2884,0.1752,12.141,6638,5232,2.397,0.0594,魂+3.52,0.035 (122),0.5003,0.1528,0.10779999999999999,3131,8432,6627,0.8027,0.1973,0.1893,9.389,0.1465,0.196,0.0051,0.7383,0.5371,魂8,15.7/20.0,6,0.3248,0.0946,10500,0.2486,0.301,0.11230000000000001,0.31,0.1577,1394,563,831,112,20028.0,0.4173931428571428,0.4257333333333333,0.1567
431,魂2,8.3/20.0,0.213,0.1297,0.4033,0.13949999999999999,0.1492,0.4593,0.3586,0.18420000000000003,12.206,6506,5426,2.455,0.0742,魂+1.42,0.014 (827),0.47700000000000004,0.1413,0.0989,2817,8005,6292,0.7986,0.2014,0.1885,9.444,0.1437,0.2198,0.004699999999999999,0.7476,0.5096,魂2,12.2/20.0,5,0.3062,0.08789999999999999,10273,0.2007,0.3696,0.13369999999999999,0.2662,0.1839,1386,704,682,-5,4610.0,0.41250422535211284,0.44816582159624413,0.13949999999999999
181,豪3,2661/3600,0.2321,0.1406,0.3943,0.07490000000000001,0.1288,0.4603,0.3119,0.2234,12.337,6286,5709,2.541,0.044199999999999996,豪2.06,-3.3,0.5103,0.1442,0.1213,2712,7377,6984,0.8833,0.1167,0.2059,9.149,0.1465,0.17489999999999997,0.0092,0.8101,0.5355,聖1,2392/4000,4,0.32289999999999996,0.105,10254,0.2291,0.2873,0.1295,0.32299999999999995,0.1164,1459,803,656,4,1956.0,0.4911719948298147,0.43405299439896594,0.07490000000000001
1074,魂1,18.7/20.0,0.22399999999999998,0.1318,0.3789,0.1628,0.1447,0.4658,0.3726,0.1603,12.141,6081,5366,2.481,0.0652,魂+0.58,0.006 (225),0.4839,0.1613,0.1247,2805,8070,6377,0.7879,0.2121,0.1832,9.564,0.1525,0.19210000000000002,0.009300000000000001,0.7265999999999999,0.5172,魂2,12.4/20.0,4,0.2983,0.1007,10628,0.1961,0.40759999999999996,0.1442,0.295,0.15689999999999998,1362,707,654,14,11408.0,0.3462909375,0.49070089285714286,0.1628
240,魂1,8.5/20.0,0.2304,0.1378,0.4174,0.1346,0.1276,0.49229999999999996,0.36619999999999997,0.19820000000000002,11.805,5953,5227,2.538,0.0375,豪1.98,-0.013 (637),0.4475,0.1505,0.1109,2240,7635,6976,0.8178,0.1822,0.1703,9.444,0.1703,0.19469999999999998,0.023799999999999998,0.7089,0.4752,魂1,14.2/20.0,4,0.2522,0.0913,10378,0.2165,0.3846,0.1447,0.3023,0.1243,1371,720,651,-34,2548.0,0.3849587673611111,0.48047855902777775,0.1346
400,魂2,11.5/20.0,0.2339,0.1226,0.38780000000000003,0.1363,0.13949999999999999,0.4689,0.3725,0.1728,12.080,6243,5490,2.413,0.0525,魂+3.07,0.031 (276),0.4885,0.1235,0.1072,3231,8435,6623,0.8453,0.1547,0.2022,9.317,0.1655,0.1861,0.0040999999999999995,0.6934,0.4817,魂2,11.5/20.0,5,0.3556,0.1085,10219,0.174,0.38049999999999995,0.1252,0.3159,0.13720000000000002,1460,673,787,138,4266.0,0.3608926891834117,0.5030899957246687,0.1363
3836,魂9,9.3/20.0,0.21899999999999997,0.1303,0.3936,0.1441,0.1436,0.4598,0.3335,0.1907,12.153,6582,5398,2.450,0.0709,魂+1.79,0.018 (598),0.47490000000000004,0.1442,0.1109,2903,8288,6689,0.8273999999999999,0.1726,0.18989999999999999,9.548,0.1643,0.1961,0.0074,0.7048000000000001,0.47159999999999996,魂9,16.5/20.0,7,0.324,0.094,10331,0.21109999999999998,0.33630000000000004,0.1313,0.2904,0.16449999999999998,1441,703,738,60,40659.0,0.4135316438356165,0.4422301369863015,0.1441
1770,魂6,14.9/20.0,0.2191,0.1173,0.3954,0.1223,0.1503,0.4174,0.3347,0.1801,12.158,6464,5199,2.410,0.0565,魂+3.10,0.031 (165),0.509,0.14029999999999998,0.1101,3147,8101,6490,0.8198000000000001,0.1802,0.1961,9.240,0.1482,0.18280000000000002,0.0088,0.7448999999999999,0.5289,魂7,17.4/20.0,6,0.3062,0.0977,10316,0.21539999999999998,0.3488,0.1223,0.3007,0.1684,1416,610,807,113,18917.0,0.4183975353719763,0.4593532177088088,0.1223
1465,魂3,8.9/20.0,0.21100000000000002,0.1272,0.3925,0.1259,0.1459,0.4683,0.3129,0.1862,12.087,6132,5361,2.479,0.06480000000000001,魂+0.87,0.009 (1280),0.4754,0.1448,0.11289999999999999,2619,7705,6812,0.8049,0.19510000000000002,0.1869,9.321,0.1598,0.1973,0.0089,0.7062999999999999,0.4675,魂3,14.2/20.0,6,0.3053,0.0992,10260,0.2119,0.33770000000000006,0.13720000000000002,0.30670000000000003,0.1527,1294,682,612,-43,15694.0,0.41952360189573457,0.4548172037914692,0.1259
845,魂2,10.3/20.0,0.2158,0.1376,0.401,0.15869999999999998,0.1432,0.4611,0.27949999999999997,0.1894,12.206,6719,5378,2.452,0.071,魂+1.67,0.017 (581),0.4765,0.157,0.1166,2804,8288,6940,0.8031,0.19690000000000002,0.1666,9.678,0.163,0.1898,0.0131,0.7888,0.5294,魂2,17.3/20.0,5,0.3109,0.0933,10204,0.2162,0.2989,0.1471,0.3265,0.1435,1450,740,710,55,8876.0,0.41820713623725675,0.4228765060240964,0.15869999999999998
998,魂4,16.6/20.0,0.2213,0.10949999999999999,0.3861,0.1164,0.1499,0.4163,0.3639,0.17850000000000002,11.960,6458,5196,2.378,0.0541,魂+4.20,0.042 (81),0.5029,0.127,0.09759999999999999,3221,8229,6778,0.8294,0.17059999999999997,0.1906,9.028,0.1559,0.19519999999999998,0.0026,0.7066,0.4997,魂4,17.9/20.0,5,0.3111,0.0911,10482,0.207,0.373,0.11230000000000001,0.2907,0.1684,1429,569,860,168,10674.0,0.40563782196113884,0.4780195661997289,0.1164
496,魂2,8.4/20.0,0.2112,0.1096,0.4052,0.1363,0.155,0.3924,0.2888,0.19690000000000002,11.867,6333,5207,2.427,0.0363,魂+2.48,0.025 (468),0.49079999999999996,0.121,0.0968,2979,7827,6598,0.8248000000000001,0.1752,0.18780000000000002,9.358,0.1675,0.1795,0.0068000000000000005,0.7831999999999999,0.5547,魂2,11.3/20.0,4,0.3097,0.10490000000000001,10116,0.21739999999999998,0.32520000000000004,0.1234,0.297,0.15839999999999999,1338,571,767,56,5245.0,0.4575687500000001,0.40612500000000007,0.1363
132,豪3,1142/3600,0.18960000000000002,0.1442,0.39159999999999995,0.1673,0.1528,0.4387,0.2754,0.18460000000000001,12.882,6637,5841,2.682,0.1515,豪-2.94,-33.9 (6),0.4531,0.1445,0.10550000000000001,2610,8156,6973,0.8554999999999999,0.1445,0.18359999999999999,9.870,0.17579999999999998,0.18100000000000002,0.023399999999999997,0.7188,0.4727,聖1,3729/4000,4,0.319,0.09939999999999999,10365,0.185,0.31,0.1623,0.2696,0.1728,1258,842,416,-265,1387.0,0.44115116033755275,0.3916025316455695,0.1673
3231,魂9,12.3/20.0,0.2377,0.12990000000000002,0.373,0.1551,0.1338,0.4892,0.3494,0.1772,12.148,6081,5497,2.427,0.061,魂+2.41,0.024 (320),0.48979999999999996,0.1416,0.1099,2637,7579,6975,0.8315,0.1685,0.2003,9.303,0.1462,0.1929,0.008,0.7223,0.5091,魂9,12.5/20.0,6,0.3191,0.1073,10289,0.1932,0.36719999999999997,0.1365,0.3262,0.1396,1445,714,731,96,34512.0,0.36513487589398397,0.4794879259570888,0.1551
1056,魂3,15.0/20.0,0.2299,0.12890000000000001,0.38880000000000003,0.098,0.1338,0.4889,0.3369,0.2011,12.190,6483,5468,2.431,0.0559,魂+2.42,0.024 (206),0.502,0.13570000000000002,0.10220000000000001,3146,8292,6866,0.8184,0.1816,0.20929999999999999,9.277,0.14550000000000002,0.19469999999999998,0.0049,0.7287,0.5029,魂3,17.7/20.0,6,0.33159999999999995,0.1023,10385,0.2116,0.36460000000000004,0.1396,0.3159,0.138,1490,705,785,129,11144.0,0.43911352762070466,0.46292609830361026,0.098
2739,魂5,8.1/20.0,0.2175,0.1245,0.4017,0.1358,0.1496,0.44420000000000004,0.3075,0.1816,12.195,6403,5328,2.440,0.0581,魂+2.17,0.022 (548),0.49920000000000003,0.1365,0.10890000000000001,2983,7964,6723,0.8323999999999999,0.16760000000000003,0.19760000000000003,9.101,0.1512,0.1833,0.0102,0.7373999999999999,0.5288,魂5,12.6/20.0,7,0.3195,0.1008,10335,0.19920000000000002,0.3515,0.1423,0.3165,0.147,1393,663,730,61,29235.0,0.4168033103448276,0.44746551724137934,0.1358
330,魂2,6.7/20.0,0.2241,0.11789999999999999,0.3576,0.0971,0.1483,0.5058,0.3589,0.19920000000000002,12.211,6218,5479,2.445,0.0576,魂+1.79,0.018 (744),0.4928,0.1207,0.102,2915,7793,7099,0.7902,0.20980000000000001,0.2011,9.369,0.16519999999999999,0.1778,0.0086,0.7471,0.4914,魂2,12.4/20.0,5,0.3265,0.0898,10511,0.2039,0.3714,0.122,0.2903,0.1754,1393,646,747,109,3494.0,0.43804444444444446,0.4649204373047746,0.0971
1197,魂3,5.1/20.0,0.20850000000000002,0.11900000000000001,0.37979999999999997,0.1582,0.1452,0.4265,0.34369999999999995,0.1777,12.331,6747,5290,2.452,0.071,魂+1.67,0.017 (892),0.4946,0.1432,0.1012,3038,8152,6382,0.8011,0.1989,0.19219999999999998,9.647,0.1485,0.1966,0.0089,0.7348,0.5085000000000001,魂3,12.5/20.0,5,0.2994,0.1057,10743,0.2139,0.3504,0.1213,0.2548,0.18239999999999998,1407,629,777,52,12614.0,0.42153678657074334,0.42002282973621097,0.1582
525,豪3,2780/3600,0.2238,0.1399,0.3851,0.10890000000000001,0.1288,0.5035000000000001,0.284,0.21050000000000002,12.153,6266,5596,2.549,0.0857,豪0.68,-9.3,0.5038,0.1404,0.10300000000000001,3039,7996,6601,0.7915000000000001,0.20850000000000002,0.1855,9.267,0.1489,0.1858,0.006,0.7913,0.5005,聖2,5792/6000,6,0.3226,0.1063,10613,0.2113,0.30469999999999997,0.1502,0.3287,0.12619999999999998,1402,783,619,-34,5581.0,0.4738601429848079,0.41711706881143873,0.10890000000000001
463,聖3,197/9000,0.231,0.1404,0.4346,0.1378,0.1318,0.5542,0.3936,0.18359999999999999,12.332,6440,5432,2.438,0.07780000000000001,豪3.51,-9.3 (149),0.4678,0.13,0.1056,2641,7987,7470,0.7833,0.2167,0.22,9.659,0.15560000000000002,0.1971,0.012199999999999999,0.7243999999999999,0.5189,聖3,8256/9000,5,0.32299999999999995,0.1061,10194,0.17010000000000003,0.43310000000000004,0.1545,0.2877,0.14150000000000001,1487,763,725,75,4901.0,0.37180987012987005,0.4902109090909091,0.1378
426,魂1,16.8/20.0,0.21789999999999998,0.1267,0.40759999999999996,0.1119,0.1461,0.4364,0.29469999999999996,0.22,12.226,6664,5477,2.446,0.0728,魂+1.88,0.019 (170),0.4903,0.1333,0.1017,3030,8188,6776,0.7884,0.2116,0.1729,9.571,0.1506,0.1867,0.014199999999999999,0.7691,0.5097,魂1,18.9/20.0,6,0.3071,0.0984,10664,0.2314,0.3286,0.1412,0.2908,0.1496,1452,694,759,61,4469.0,0.4950252409362093,0.39329398806792104,0.1119
